 Branch,Department,  Year ,  Sales Amount_2019,Year,  Sales Amount_2020,,,,,,,,,,,,,
Banglshal,Software,2019,133335,2020,1023589,,,,,,,,,,,,,
Banglshal,Software,2019,234074,2020,901731,,,,,,,,,,,,,
Banglshal,Software,2019,449584,2020,768036,,,,,,,,,,,,,
Banglshal,Software,2019,212104,2020,714141,,,,,,,,,,,,,
Banglshal,Software,2019,225806,2020,1002738,,,,,,,,,,,,,
Banglshal,Software,2019,250711,2020,987836,,,,,,,,,,,,,
Banglshal,Software,2019,260356,2020,568810,,,,,,,,,,,,,
Banglshal,Software,2019,232646,2020,628873,,,,,,,,,,,,,
Banglshal,Software,2019,343638,2020,397921,,,,,,,,,,,,,
Banglshal,Software,2019,268783,2020,140991,,,,,,,,,,,,,
Banglshal,Software,2019,165898,2020,918700,,,,,,,,,,,,,
Banglshal,Software,2019,321071,2020,884901,,,,,,,,,,,,,
Banglshal,Software,2019,160091,2020,789679,,,,,,,,,,,,,
Banglshal,Software,2019,444745,2020,853689,,,,,,,,,,,,,
Banglshal,Software,2019,207662,2020,118080,,,,,,,,,,,,,
Banglshal,Software,2019,276901,2020,429901,,,,,,,,,,,,,
Banglshal,Software,2019,127059,2020,738165,,,,,,,,,,,,,
Banglshal,Software,2019,246758,2020,879134,,,,,,,,,,,,,
Banglshal,Software,2019,184400,2020,1019595,,,,,,,,,,,,,
Banglshal,Software,2019,226629,2020,925901,,,,,,,,,,,,,
Banglshal,Software,2019,416411,2020,1133810,,,,,,,,,,,,,
Banglshal,Software,2019,324769,2020,253934,,,,,,,,,,,,,
Banglshal,Software,2019,268070,2020,1110087,,,,,,,,,,,,,
Banglshal,Software,2019,409395,2020,291195,,,,,,,,,,,,,
Banglshal,Software,2019,119690,2020,460683,,,,,,,,,,,,,
Banglshal,Software,2019,453338,2020,458692,,,,,,,,,,,,,
Banglshal,Software,2019,452423,2020,1102339,,,,,,,,,,,,,
Banglshal,Software,2019,314792,2020,1115297,,,,,,,,,,,,,
Banglshal,Software,2019,165692,2020,810065,,,,,,,,,,,,,
Banglshal,Software,2019,163113,2020,965540,,,,,,,,,,,,,
Banglshal,Software,2019,279647,2020,610140,,,,,,,,,,,,,
Banglshal,Software,2019,224222,2020,485794,,,,,,,,,,,,,
Banglshal,Software,2019,258970,2020,263253,,,,,,,,,,,,,
Banglshal,Software,2019,428498,2020,993302,,,,,,,,,,,,,
Banglshal,Software,2019,124977,2020,382742,,,,,,,,,,,,,
Banglshal,Software,2019,155840,2020,582598,,,,,,,,,,,,,
Banglshal,Software,2019,229588,2020,598810,,,,,,,,,,,,,
Banglshal,Software,2019,402522,2020,982351,,,,,,,,,,,,,
Banglshal,Software,2019,126188,2020,492729,,,,,,,,,,,,,
Banglshal,Software,2019,238370,2020,826454,,,,,,,,,,,,,
Banglshal,Software,2019,179449,2020,165853,,,,,,,,,,,,,
Banglshal,Software,2019,180800,2020,634799,,,,,,,,,,,,,
Banglshal,Software,2019,243955,2020,175190,,,,,,,,,,,,,
Banglshal,Software,2019,348159,2020,595473,,,,,,,,,,,,,
Banglshal,Software,2019,249770,2020,118796,,,,,,,,,,,,,
CDA Avenue,Software,2019,268022,2020,959755,,,,,,,,,,,,,
CDA Avenue,Software,2019,387328,2020,798306,,,,,,,,,,,,,
CDA Avenue,Software,2019,197805,2020,416441,,,,,,,,,,,,,
CDA Avenue,Software,2019,409993,2020,1007473,,,,,,,,,,,,,
CDA Avenue,Software,2019,450809,2020,753503,,,,,,,,,,,,,
CDA Avenue,Software,2019,320226,2020,777901,,,,,,,,,,,,,
CDA Avenue,Software,2019,115458,2020,603876,,,,,,,,,,,,,
CDA Avenue,Software,2019,179301,2020,404639,,,,,,,,,,,,,
CDA Avenue,Software,2019,344662,2020,609790,,,,,,,,,,,,,
CDA Avenue,Software,2019,367354,2020,533412,,,,,,,,,,,,,
CDA Avenue,Software,2019,435956,2020,826636,,,,,,,,,,,,,
CDA Avenue,Software,2019,414419,2020,770356,,,,,,,,,,,,,
CDA Avenue,Software,2019,276507,2020,261173,,,,,,,,,,,,,
CDA Avenue,Software,2019,346676,2020,911957,,,,,,,,,,,,,
CDA Avenue,Software,2019,193480,2020,367399,,,,,,,,,,,,,
CDA Avenue,Software,2019,178782,2020,788679,,,,,,,,,,,,,
CDA Avenue,Software,2019,305732,2020,315765,,,,,,,,,,,,,
CDA Avenue,Software,2019,167376,2020,519355,,,,,,,,,,,,,
CDA Avenue,Software,2019,400381,2020,771243,,,,,,,,,,,,,
CDA Avenue,Software,2019,256927,2020,276204,,,,,,,,,,,,,
CDA Avenue,Software,2019,329362,2020,594895,,,,,,,,,,,,,
CDA Avenue,Software,2019,147039,2020,1107311,,,,,,,,,,,,,
CDA Avenue,Software,2019,200933,2020,686941,,,,,,,,,,,,,
CDA Avenue,Software,2019,409975,2020,576070,,,,,,,,,,,,,
CDA Avenue,Software,2019,365048,2020,931877,,,,,,,,,,,,,
CDA Avenue,Software,2019,308538,2020,1070456,,,,,,,,,,,,,
CDA Avenue,Software,2019,209083,2020,684479,,,,,,,,,,,,,
CDA Avenue,Software,2019,133919,2020,693032,,,,,,,,,,,,,
CDA Avenue,Software,2019,434875,2020,1116105,,,,,,,,,,,,,
CDA Avenue,Software,2019,144499,2020,527797,,,,,,,,,,,,,
CDA Avenue,Software,2019,420375,2020,907015,,,,,,,,,,,,,
CDA Avenue,Software,2019,142709,2020,281741,,,,,,,,,,,,,
CDA Avenue,Software,2019,244875,2020,746608,,,,,,,,,,,,,
CDA Avenue,Software,2019,145769,2020,658258,,,,,,,,,,,,,
CDA Avenue,Software,2019,339151,2020,337562,,,,,,,,,,,,,
CDA Avenue,Software,2019,127344,2020,1108496,,,,,,,,,,,,,
CDA Avenue,Software,2019,382244,2020,839390,,,,,,,,,,,,,
CDA Avenue,Software,2019,451188,2020,870311,,,,,,,,,,,,,
CDA Avenue,Software,2019,402112,2020,1036962,,,,,,,,,,,,,
CDA Avenue,Software,2019,429284,2020,738288,,,,,,,,,,,,,
CDA Avenue,Software,2019,177147,2020,815368,,,,,,,,,,,,,
CDA Avenue,Software,2019,129052,2020,259905,,,,,,,,,,,,,
CDA Avenue,Software,2019,284778,2020,533477,,,,,,,,,,,,,
CDA Avenue,Software,2019,352755,2020,891225,,,,,,,,,,,,,
CDA Avenue,Software,2019,141757,2020,836955,,,,,,,,,,,,,
CDA Avenue,Software,2019,241804,2020,934070,,,,,,,,,,,,,
CDA Avenue,Software,2019,188602,2020,792270,,,,,,,,,,,,,
CDA Avenue,Software,2019,416609,2020,712447,,,,,,,,,,,,,
CDA Avenue,Software,2019,417025,2020,748141,,,,,,,,,,,,,
CDA Avenue,Software,2019,155059,2020,546957,,,,,,,,,,,,,
CDA Avenue,Software,2019,270239,2020,960311,,,,,,,,,,,,,
CDA Avenue,Software,2019,147631,2020,165995,,,,,,,,,,,,,
CDA Avenue,Software,2019,451598,2020,1006902,,,,,,,,,,,,,
CDA Avenue,Software,2019,440409,2020,935933,,,,,,,,,,,,,
CDA Avenue,Software,2019,371130,2020,832577,,,,,,,,,,,,,
CDA Avenue,Software,2019,384200,2020,687614,,,,,,,,,,,,,
CDA Avenue,Software,2019,369824,2020,791737,,,,,,,,,,,,,
CDA Avenue,Software,2019,257176,2020,723396,,,,,,,,,,,,,
CDA Avenue,Software,2019,181169,2020,909178,,,,,,,,,,,,,
CDA Avenue,Software,2019,246749,2020,971438,,,,,,,,,,,,,
CDA Avenue,Software,2019,210958,2020,1133100,,,,,,,,,,,,,
CDA Avenue,Software,2019,223152,2020,961006,,,,,,,,,,,,,
CDA Avenue,Software,2019,434154,2020,1039530,,,,,,,,,,,,,
CDA Avenue,Software,2019,193933,2020,441930,,,,,,,,,,,,,
CDA Avenue,Software,2019,366807,2020,1102218,,,,,,,,,,,,,
CDA Avenue,Software,2019,363545,2020,485137,,,,,,,,,,,,,
CDA Avenue,Software,2019,450280,2020,525927,,,,,,,,,,,,,
CDA Avenue,Software,2019,155530,2020,893351,,,,,,,,,,,,,
CDA Avenue,Software,2019,140504,2020,1132552,,,,,,,,,,,,,
CDA Avenue,Software,2019,377144,2020,646234,,,,,,,,,,,,,
CDA Avenue,Software,2019,162619,2020,151672,,,,,,,,,,,,,
CDA Avenue,Software,2019,280966,2020,739879,,,,,,,,,,,,,
CDA Avenue,Software,2019,405495,2020,1088869,,,,,,,,,,,,,
CDA Avenue,Software,2019,212181,2020,862126,,,,,,,,,,,,,
CDA Avenue,Software,2019,147457,2020,183871,,,,,,,,,,,,,
CDA Avenue,Software,2019,249863,2020,979029,,,,,,,,,,,,,
CDA Avenue,Software,2019,136824,2020,341530,,,,,,,,,,,,,
CDA Avenue,Software,2019,233478,2020,734100,,,,,,,,,,,,,
CDA Avenue,Software,2019,390631,2020,409987,,,,,,,,,,,,,
CDA Avenue,Software,2019,249547,2020,386842,,,,,,,,,,,,,
CDA Avenue,Software,2019,307153,2020,681497,,,,,,,,,,,,,
Cumilla,Software,2019,436682,2020,840167,,,,,,,,,,,,,
Cumilla,Software,2019,331648,2020,902025,,,,,,,,,,,,,
Cumilla,Software,2019,387333,2020,812275,,,,,,,,,,,,,
Cumilla,Software,2019,206884,2020,739776,,,,,,,,,,,,,
Cumilla,Software,2019,161949,2020,521459,,,,,,,,,,,,,
Cumilla,Software,2019,391117,2020,651980,,,,,,,,,,,,,
Cumilla,Software,2019,414518,2020,648893,,,,,,,,,,,,,
Cumilla,Software,2019,289520,2020,197062,,,,,,,,,,,,,
Cumilla,Software,2019,274666,2020,739707,,,,,,,,,,,,,
Cumilla,Software,2019,324131,2020,921289,,,,,,,,,,,,,
Cumilla,Software,2019,296625,2020,1074369,,,,,,,,,,,,,
Cumilla,Software,2019,375517,2020,932669,,,,,,,,,,,,,
Cumilla,Software,2019,300168,2020,575042,,,,,,,,,,,,,
Cumilla,Software,2019,189082,2020,117521,,,,,,,,,,,,,
Cumilla,Software,2019,247535,2020,764387,,,,,,,,,,,,,
Cumilla,Software,2019,407491,2020,721757,,,,,,,,,,,,,
Cumilla,Software,2019,166316,2020,346335,,,,,,,,,,,,,
Cumilla,Software,2019,145953,2020,653582,,,,,,,,,,,,,
Cumilla,Software,2019,311926,2020,648448,,,,,,,,,,,,,
Cumilla,Software,2019,395511,2020,203001,,,,,,,,,,,,,
Cumilla,,2019,273768,2020,512946,,,,,,,,,,,,,
Cumilla,,2019,137040,2020,1059660,,,,,,,,,,,,,
Cumilla,,2019,395396,2020,162815,,,,,,,,,,,,,
Cumilla,,2019,285814,2020,620960,,,,,,,,,,,,,
Cumilla,,2019,189842,2020,998831,,,,,,,,,,,,,
Cumilla,,2019,369941,2020,780345,,,,,,,,,,,,,
Cumilla,,2019,426317,2020,1083703,,,,,,,,,,,,,
Cumilla,,2019,271075,2020,477969,,,,,,,,,,,,,
Cumilla,,2019,257105,2020,358194,,,,,,,,,,,,,
Cumilla,,2019,251018,2020,699923,,,,,,,,,,,,,
Cumilla,,2019,340294,2020,302041,,,,,,,,,,,,,
Cumilla,,2019,160120,2020,219805,,,,,,,,,,,,,
Cumilla,,2019,351847,2020,268683,,,,,,,,,,,,,
Cumilla,,2019,414739,2020,312142,,,,,,,,,,,,,
Cumilla,,2019,123584,2020,1010487,,,,,,,,,,,,,
Cumilla,,2019,243345,2020,1131026,,,,,,,,,,,,,
Cumilla,,2019,406287,2020,318049,,,,,,,,,,,,,
Cumilla,,2019,345311,2020,699296,,,,,,,,,,,,,
Cumilla,Software,2019,329477,2020,413988,,,,,,,,,,,,,
Cumilla,Software,2019,149480,2020,474433,,,,,,,,,,,,,
Cumilla,Software,2019,277669,2020,228894,,,,,,,,,,,,,
Cumilla,Software,2019,204139,2020,668322,,,,,,,,,,,,,
Cumilla,Software,2019,398166,2020,134079,,,,,,,,,,,,,
Cumilla,Software,2019,263917,2020,537004,,,,,,,,,,,,,
Cumilla,Software,2019,351112,2020,284280,,,,,,,,,,,,,
Cumilla,Software,2019,438194,2020,601764,,,,,,,,,,,,,
Cumilla,Software,2019,440554,2020,712782,,,,,,,,,,,,,
Cumilla,Software,2019,276070,2020,476701,,,,,,,,,,,,,
Cumilla,Software,2019,190412,2020,338714,,,,,,,,,,,,,
Cumilla,Software,2019,352301,2020,643971,,,,,,,,,,,,,
Cumilla,Software,2019,154705,2020,196193,,,,,,,,,,,,,
Cumilla,Software,2019,240699,2020,591193,,,,,,,,,,,,,
Cumilla,Software,2019,153044,2020,773309,,,,,,,,,,,,,
Cumilla,Software,2019,308421,2020,590185,,,,,,,,,,,,,
Cumilla,Software,2019,242782,2020,1149428,,,,,,,,,,,,,
Cumilla,Software,2019,334325,2020,231937,,,,,,,,,,,,,
Cumilla,Software,2019,454953,2020,136180,,,,,,,,,,,,,
Cumilla,Software,2019,145972,2020,371884,,,,,,,,,,,,,
Cumilla,Software,2019,346096,2020,130389,,,,,,,,,,,,,
Cumilla,Software,2019,241403,2020,570971,,,,,,,,,,,,,
Cumilla,Software,2019,229999,2020,145238,,,,,,,,,,,,,
Cumilla,Software,2019,364613,2020,252987,,,,,,,,,,,,,
Cumilla,Software,2019,319375,2020,625040,,,,,,,,,,,,,
Cumilla,Software,2019,354213,2020,710920,,,,,,,,,,,,,
Cumilla,Software,2019,395898,2020,642999,,,,,,,,,,,,,
Cumilla,Software,2019,169711,2020,1065779,,,,,,,,,,,,,
Cumilla,Software,2019,378240,2020,142707,,,,,,,,,,,,,
Cumilla,Software,2019,407282,2020,1092563,,,,,,,,,,,,,
Cumilla,Software,2019,182420,2020,1030145,,,,,,,,,,,,,
Cumilla,Software,2019,330981,2020,326217,,,,,,,,,,,,,
Cumilla,Software,2019,254446,2020,445657,,,,,,,,,,,,,
Cumilla,Software,2019,333837,2020,875512,,,,,,,,,,,,,
Cumilla,Software,2019,117372,2020,586413,,,,,,,,,,,,,
Cumilla,Software,2019,164156,2020,633046,,,,,,,,,,,,,
Cumilla,Software,2019,151679,2020,397518,,,,,,,,,,,,,
Cumilla,Software,2019,128290,2020,621238,,,,,,,,,,,,,
Cumilla,Software,2019,142644,2020,551490,,,,,,,,,,,,,
Cumilla,Software,2019,227389,2020,1117889,,,,,,,,,,,,,
Cumilla,Software,2019,208400,2020,702262,,,,,,,,,,,,,
Cumilla,Software,2019,423145,2020,128771,,,,,,,,,,,,,
Cumilla,Software,2019,439080,2020,786673,,,,,,,,,,,,,
Cumilla,Software,2019,181312,2020,358255,,,,,,,,,,,,,
Cumilla,Software,2019,439430,2020,679502,,,,,,,,,,,,,
Cumilla,Software,2019,341957,2020,129694,,,,,,,,,,,,,
Cumilla,Software,2019,273380,2020,1030470,,,,,,,,,,,,,
Cumilla,Software,2019,338317,2020,157962,,,,,,,,,,,,,
Cumilla,Software,2019,168454,2020,144850,,,,,,,,,,,,,
Cumilla,Software,2019,138010,2020,614793,,,,,,,,,,,,,
Cumilla,Software,2019,390576,2020,880347,,,,,,,,,,,,,
Cumilla,Software,2019,275137,2020,948015,,,,,,,,,,,,,
Gazipur,Software,2019,157939,2020,421367,,,,,,,,,,,,,
Gazipur,Software,2019,456032,2020,427366,,,,,,,,,,,,,
Gazipur,Software,2019,268873,2020,944122,,,,,,,,,,,,,
Gazipur,Software,2019,215792,2020,158653,,,,,,,,,,,,,
Gazipur,Software,2019,126473,2020,244149,,,,,,,,,,,,,
Gazipur,Software,2019,260147,2020,889215,,,,,,,,,,,,,
Gazipur,Software,2019,278378,2020,1071577,,,,,,,,,,,,,
Gazipur,Software,2019,288702,2020,164178,,,,,,,,,,,,,
Gazipur,Software,2019,160881,2020,495957,,,,,,,,,,,,,
Gazipur,Software,2019,443895,2020,483960,,,,,,,,,,,,,
Gazipur,Software,2019,242799,2020,401919,,,,,,,,,,,,,
Gazipur,Software,2019,221726,2020,395814,,,,,,,,,,,,,
Gazipur,Software,2019,370780,2020,538540,,,,,,,,,,,,,
Gazipur,Software,2019,342422,2020,416573,,,,,,,,,,,,,
Gazipur,Software,2019,263904,2020,331520,,,,,,,,,,,,,
Gazipur,Software,2019,273452,2020,489863,,,,,,,,,,,,,
Gazipur,Software,2019,281416,2020,387836,,,,,,,,,,,,,
Gazipur,Software,2019,423866,2020,339780,,,,,,,,,,,,,
Gazipur,Software,2019,381965,2020,931060,,,,,,,,,,,,,
Gazipur,Software,2019,379628,2020,1142922,,,,,,,,,,,,,
Gazipur,Software,2019,411957,2020,369307,,,,,,,,,,,,,
Gazipur,Software,2019,197873,2020,954453,,,,,,,,,,,,,
Gazipur,Software,2019,258819,2020,568535,,,,,,,,,,,,,
Gazipur,Software,2019,202741,2020,225778,,,,,,,,,,,,,
Gazipur,Software,2019,421154,2020,693721,,,,,,,,,,,,,
Gazipur,Software,2019,435206,2020,1037114,,,,,,,,,,,,,
Gazipur,Software,2019,452073,2020,169479,,,,,,,,,,,,,
Gazipur,Software,2019,161180,2020,532162,,,,,,,,,,,,,
Gazipur,Software,2019,407253,2020,1050040,,,,,,,,,,,,,
Gazipur,Software,2019,270051,2020,884823,,,,,,,,,,,,,
Gazipur,Software,2019,211812,2020,719925,,,,,,,,,,,,,
Gazipur,Software,2019,302258,2020,159234,,,,,,,,,,,,,
Gazipur,Software,2019,319182,2020,301701,,,,,,,,,,,,,
Gazipur,Software,2019,377719,2020,924807,,,,,,,,,,,,,
Gazipur,Software,2019,118798,2020,921348,,,,,,,,,,,,,
Gazipur,Software,2019,214466,2020,607669,,,,,,,,,,,,,
Gazipur,Software,2019,176844,2020,313954,,,,,,,,,,,,,
Gazipur,Software,2019,286914,2020,301366,,,,,,,,,,,,,
Gazipur,Software,2019,287797,2020,516204,,,,,,,,,,,,,
Gazipur,Software,2019,204485,2020,181140,,,,,,,,,,,,,
Gazipur,Software,2019,233451,2020,1126306,,,,,,,,,,,,,
Gazipur,Software,2019,393455,2020,984365,,,,,,,,,,,,,
Gazipur,Software,2019,217742,2020,200820,,,,,,,,,,,,,
Gazipur,Software,2019,165049,2020,955297,,,,,,,,,,,,,
Gazipur,Software,2019,382139,2020,762994,,,,,,,,,,,,,
Gazipur,Software,2019,236999,2020,271858,,,,,,,,,,,,,
Gazipur,Software,2019,434289,2020,449126,,,,,,,,,,,,,
Gazipur,Software,2019,414170,2020,766288,,,,,,,,,,,,,
Gazipur,Software,2019,213560,2020,913917,,,,,,,,,,,,,
Gazipur,Software,2019,293471,2020,316179,,,,,,,,,,,,,
Gazipur,Software,2019,259638,2020,691814,,,,,,,,,,,,,
Gazipur,Software,2019,406546,2020,297273,,,,,,,,,,,,,
Gazipur,Software,2019,178949,2020,1142204,,,,,,,,,,,,,
Gazipur,Software,2019,135381,2020,335475,,,,,,,,,,,,,
Gazipur,Software,2019,453698,2020,433264,,,,,,,,,,,,,
Gazipur,Software,2019,295682,2020,1146059,,,,,,,,,,,,,
Gazipur,Software,2019,255417,2020,573624,,,,,,,,,,,,,
Gazipur,Software,2019,208940,2020,786132,,,,,,,,,,,,,
Gazipur,Software,2019,119758,2020,1083318,,,,,,,,,,,,,
Gazipur,Software,2019,427755,2020,966360,,,,,,,,,,,,,
Gazipur,Software,2019,244953,2020,819340,,,,,,,,,,,,,
Gazipur,Software,2019,131321,2020,305809,,,,,,,,,,,,,
Gazipur,Software,2019,322164,2020,842895,,,,,,,,,,,,,
Gazipur,Software,2019,311423,2020,278526,,,,,,,,,,,,,
Gazipur,Software,2019,259967,2020,573315,,,,,,,,,,,,,
Gazipur,Software,2019,116605,2020,477693,,,,,,,,,,,,,
Gazipur,Software,2019,220651,2020,493477,,,,,,,,,,,,,
Gazipur,Software,2019,168438,2020,802968,,,,,,,,,,,,,
Gazipur,Software,2019,200287,2020,436222,,,,,,,,,,,,,
Gazipur,Software,2019,321827,2020,742350,,,,,,,,,,,,,
Gazipur,Software,2019,176429,2020,659518,,,,,,,,,,,,,
Gazipur,Software,2019,346094,2020,352424,,,,,,,,,,,,,
Gazipur,Software,2019,166700,2020,224887,,,,,,,,,,,,,
Gazipur,Software,2019,164280,2020,1001217,,,,,,,,,,,,,
Gazipur,Software,2019,119593,2020,360611,,,,,,,,,,,,,
Gazipur,Software,2019,207927,2020,648642,,,,,,,,,,,,,
Gazipur,Software,2019,286869,2020,913470,,,,,,,,,,,,,
Gazipur,Software,2019,139429,2020,348279,,,,,,,,,,,,,
Gulshan,Software,2019,178707,2020,462529,,,,,,,,,,,,,
Gulshan,Software,2019,143641,2020,609188,,,,,,,,,,,,,
Gulshan,Software,2019,137734,2020,453090,,,,,,,,,,,,,
Gulshan,Software,2019,384599,2020,276385,,,,,,,,,,,,,
Gulshan,Software,2019,302350,2020,178689,,,,,,,,,,,,,
Gulshan,Software,2019,290122,2020,663199,,,,,,,,,,,,,
Gulshan,Software,2019,162763,2020,953693,,,,,,,,,,,,,
Gulshan,Software,2019,144787,2020,182732,,,,,,,,,,,,,
Gulshan,Software,2019,154083,2020,990942,,,,,,,,,,,,,
Gulshan,Software,2019,222707,2020,807623,,,,,,,,,,,,,
Gulshan,Software,2019,191860,2020,1097609,,,,,,,,,,,,,
Gulshan,Software,2019,324319,2020,556079,,,,,,,,,,,,,
Gulshan,Software,2019,339797,2020,253273,,,,,,,,,,,,,
Gulshan,Software,2019,364738,2020,300661,,,,,,,,,,,,,
Gulshan,Software,2019,262230,2020,763437,,,,,,,,,,,,,
Gulshan,Software,2019,439569,2020,1049889,,,,,,,,,,,,,
Gulshan,Software,2019,258497,2020,406518,,,,,,,,,,,,,
Gulshan,Software,2019,370285,2020,667318,,,,,,,,,,,,,
Gulshan,Software,2019,425622,2020,400313,,,,,,,,,,,,,
Gulshan,Software,2019,223296,2020,1018331,,,,,,,,,,,,,
Gulshan,Software,2019,229406,2020,970310,,,,,,,,,,,,,
Gulshan,Software,2019,196345,2020,999322,,,,,,,,,,,,,
Gulshan,Software,2019,153055,2020,254309,,,,,,,,,,,,,
Gulshan,Software,2019,275334,2020,1012630,,,,,,,,,,,,,
Gulshan,Software,2019,350588,2020,279523,,,,,,,,,,,,,
Gulshan,Software,2019,214971,2020,809092,,,,,,,,,,,,,
Gulshan,Software,2019,314891,2020,367350,,,,,,,,,,,,,
Gulshan,Software,2019,341670,2020,529816,,,,,,,,,,,,,
Gulshan,Software,2019,450652,2020,635342,,,,,,,,,,,,,
Gulshan,Software,2019,216059,2020,197059,,,,,,,,,,,,,
Gulshan,Software,2019,425325,2020,1026935,,,,,,,,,,,,,
Gulshan,Software,2019,169663,2020,385169,,,,,,,,,,,,,
Gulshan,Software,2019,126538,2020,447099,,,,,,,,,,,,,
Gulshan,Software,2019,153338,2020,926531,,,,,,,,,,,,,
Gulshan,Software,2019,388082,2020,835313,,,,,,,,,,,,,
Gulshan,Software,2019,441531,2020,247726,,,,,,,,,,,,,
Gulshan,Software,2019,130498,2020,457281,,,,,,,,,,,,,
Gulshan,Software,2019,383715,2020,1109889,,,,,,,,,,,,,
Gulshan,Software,2019,200265,2020,194304,,,,,,,,,,,,,
Gulshan,Software,2019,204650,2020,366639,,,,,,,,,,,,,
Gulshan,Software,2019,172307,2020,349060,,,,,,,,,,,,,
Gulshan,Software,2019,409328,2020,610039,,,,,,,,,,,,,
Gulshan,Software,2019,204407,2020,147464,,,,,,,,,,,,,
Gulshan,Software,2019,279410,2020,290703,,,,,,,,,,,,,
Gulshan,Software,2019,161259,2020,714510,,,,,,,,,,,,,
Gulshan,Software,2019,445106,2020,774210,,,,,,,,,,,,,
Gulshan,Software,2019,164791,2020,200028,,,,,,,,,,,,,
Gulshan,Software,2019,159290,2020,814121,,,,,,,,,,,,,
Gulshan,Software,2019,194902,2020,302326,,,,,,,,,,,,,
Gulshan,Software,2019,297771,2020,303772,,,,,,,,,,,,,
Gulshan,Software,2019,405193,2020,928766,,,,,,,,,,,,,
Gulshan,Software,2019,262892,2020,1063681,,,,,,,,,,,,,
Gulshan,Software,2019,358241,2020,768866,,,,,,,,,,,,,
Gulshan,Software,2019,269390,2020,1063224,,,,,,,,,,,,,
Gulshan,Software,2019,323588,2020,312445,,,,,,,,,,,,,
Gulshan,Software,2019,412690,2020,651175,,,,,,,,,,,,,
Gulshan,Software,2019,340918,2020,584672,,,,,,,,,,,,,
Gulshan,Software,2019,269551,2020,510621,,,,,,,,,,,,,
Gulshan,Software,2019,295945,2020,536997,,,,,,,,,,,,,
Gulshan,Software,2019,453669,2020,123373,,,,,,,,,,,,,
Gulshan,Software,2019,166410,2020,951872,,,,,,,,,,,,,
Gulshan,Software,2019,200890,2020,326408,,,,,,,,,,,,,
Gulshan,Software,2019,415768,2020,512329,,,,,,,,,,,,,
Gulshan,Software,2019,289855,2020,428489,,,,,,,,,,,,,
Gulshan,Software,2019,307995,2020,367034,,,,,,,,,,,,,
Gulshan,Software,2019,148521,2020,680342,,,,,,,,,,,,,
Gulshan,Software,2019,309249,2020,804845,,,,,,,,,,,,,
Gulshan,Software,2019,308949,2020,616953,,,,,,,,,,,,,
Gulshan,Software,2019,397573,2020,754837,,,,,,,,,,,,,
Gulshan,Software,2019,436592,2020,745219,,,,,,,,,,,,,
Gulshan,Software,2019,155032,2020,426305,,,,,,,,,,,,,
Gulshan,Software,2019,310249,2020,746319,,,,,,,,,,,,,
Gulshan,Software,2019,208010,2020,501826,,,,,,,,,,,,,
Gulshan,Software,2019,355788,2020,497124,,,,,,,,,,,,,
Gulshan,Software,2019,280289,2020,787643,,,,,,,,,,,,,
Gulshan,Software,2019,384295,2020,998232,,,,,,,,,,,,,
Gulshan,Software,2019,205089,2020,473400,,,,,,,,,,,,,
Gulshan,Software,2019,438304,2020,727851,,,,,,,,,,,,,
Gulshan,Software,2019,162444,2020,1022026,,,,,,,,,,,,,
Gulshan,Software,2019,144792,2020,742180,,,,,,,,,,,,,
Gulshan,Software,2019,179471,2020,458556,,,,,,,,,,,,,
Gulshan,Software,2019,396396,2020,818459,,,,,,,,,,,,,
Gulshan,Software,2019,241593,2020,599710,,,,,,,,,,,,,
Gulshan,Software,2019,433586,2020,419388,,,,,,,,,,,,,
Gulshan,Software,2019,187577,2020,707871,,,,,,,,,,,,,
Gulshan,Software,2019,445229,2020,740011,,,,,,,,,,,,,
Gulshan,Software,2019,308837,2020,593209,,,,,,,,,,,,,
Jashore,Software,2019,213180,2020,507094,,,,,,,,,,,,,
Jashore,Software,2019,168664,2020,1067037,,,,,,,,,,,,,
Jashore,Software,2019,379349,2020,968867,,,,,,,,,,,,,
Jashore,Software,2019,421491,2020,567214,,,,,,,,,,,,,
Jashore,Software,2019,148272,2020,754228,,,,,,,,,,,,,
Jashore,Software,2019,354147,2020,341522,,,,,,,,,,,,,
Jashore,Software,2019,388894,2020,917621,,,,,,,,,,,,,
Jashore,Software,2019,355356,2020,638381,,,,,,,,,,,,,
Jashore,Software,2019,136164,2020,820786,,,,,,,,,,,,,
Jashore,Software,2019,233990,2020,674694,,,,,,,,,,,,,
Jashore,Software,2019,416645,2020,965378,,,,,,,,,,,,,
Jashore,Software,2019,261220,2020,275159,,,,,,,,,,,,,
Jashore,Software,2019,326778,2020,951788,,,,,,,,,,,,,
Jashore,Software,2019,347173,2020,619493,,,,,,,,,,,,,
Jashore,Software,2019,242722,2020,655936,,,,,,,,,,,,,
Jashore,Software,2019,197169,2020,1100779,,,,,,,,,,,,,
Jashore,Software,2019,312531,2020,1120135,,,,,,,,,,,,,
Jashore,Software,2019,222217,2020,539951,,,,,,,,,,,,,
Jashore,Software,2019,211014,2020,1036341,,,,,,,,,,,,,
Jashore,Software,2019,290708,2020,1097133,,,,,,,,,,,,,
Jashore,Software,2019,298790,2020,387490,,,,,,,,,,,,,
Jashore,Software,2019,348848,2020,901398,,,,,,,,,,,,,
Jashore,Software,2019,452371,2020,1096813,,,,,,,,,,,,,
Jashore,Software,2019,316581,2020,276829,,,,,,,,,,,,,
